Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2010-12-27,4799.0,20028.9296875,1257.5400390625,22902.970703125,3625.26611328125,1511.719970703125,2022.18994140625,10355.990234375,5998.10009765625,3333.760009765625,3159.360107421875,8892.3095703125
2010-12-28,4799.0,20025.419921875,1258.510009765625,22621.73046875,3659.992919921875,1517.43994140625,2033.3199462890625,10292.6298828125,5996.0,3333.760009765625,3183.699951171875,8870.759765625
2010-12-29,4775.2001953125,20256.029296875,1259.780029296875,22969.30078125,3699.217041015625,1524.3399658203125,2043.489990234375,10344.5400390625,6060.35009765625,3325.6201171875,3207.909912109375,8866.349609375
2010-12-30,4790.39990234375,20389.0703125,1257.8800048828125,22999.33984375,3703.511962890625,1518.9100341796875,2051.0,10228.919921875,6101.85009765625,3334.27001953125,3212.4599609375,8907.91015625
2010-12-31,4745.2001953125,20509.08984375,1257.6400146484375,23035.44921875,3703.511962890625,1518.9100341796875,2051.0,10228.919921875,6134.5,3309.030029296875,3190.0400390625,8972.5
2011-01-03,4745.2001953125,20561.05078125,1271.8699951171875,23436.05078125,3727.51708984375,1533.4200439453125,2070.080078125,10228.919921875,6157.60009765625,3309.030029296875,3235.77001953125,9025.2998046875
2011-01-04,4742.5,20498.720703125,1270.199951171875,23668.48046875,3760.06103515625,1551.8900146484375,2085.139892578125,10398.099609375,6146.35009765625,3309.030029296875,3250.2900390625,8997.1904296875
2011-01-05,4714.89990234375,20301.099609375,1276.56005859375,23757.8203125,3783.708984375,1566.1700439453125,2082.550048828125,10380.76953125,6079.7998046875,3324.989990234375,3254.25,8846.3095703125
2011-01-06,4725.0,20184.740234375,1273.8499755859375,23786.30078125,3736.257080078125,1568.3699951171875,2077.610107421875,10529.759765625,6048.25,3326.7099609375,3279.699951171875,8883.2099609375
2011-01-07,4705.0,19691.810546875,1271.5,23686.630859375,3631.452880859375,1572.2099609375,2086.199951171875,10541.0400390625,5904.60009765625,3317.93994140625,3261.35009765625,8782.7197265625
2011-01-10,4712.2998046875,19224.119140625,1269.75,23527.259765625,3478.549072265625,1563.52001953125,2080.81005859375,10541.0400390625,5762.85009765625,3324.070068359375,3229.27001953125,8817.8798828125
